reminder,reply,intent,dpd,amount,loan,tone,region,ptp_date,ptp_amount,dispute_type,excuse_type,cibil_mentioned,legal_mentioned
"Ankit ji, ₹18000 personal loan EMI 82 din se overdue hai. Late fees ₹900 lag chuke hain. Aapke CIBIL score par asar pad sakta hai. Aapko settlement offer karte hain. 20% discount milega. Bol, aap kab tak payment karoge?","Yaar, main turant payment kar dunga. Abhi office mein busy tha, shaam ko pakk kar dunga. Thank you for settlement offer 🙏",promise_to_pay,82,18000,personal loan EMI,desperate,hyderabad,shaam ko,14400,,busy,True,False
"Sagar ji, ₹6500 ka bike loan EMI 29 din se due hai. Settlement karne par late fees maaf kar sakte hain. Please UPI karke payment karein.","kal hi payment kar diya tha, aapke system mein update nahi hua 🤔 😔",dispute,29,6500,bike loan EMI,worried,mumbai,,,payment not updated,,False,False
Sarita ji ₹18000 EMI pending hai. Aapke account mein ₹1000 late fees bhi add ho gaye hain. UPI se ₹5000 bekku?,sorry sir abhi nahi ho pa raha. Next salary zaroor karta hun,refusal,37,19000,credit line EMI,stressed,bangalore,,,,lack of funds,False,False
"Ankit ji, ₹5000 ka EMI 43 din se pending hai. Agar payment nahi hota to CIBIL score affect hoga aur settlement pakka nahi hoga.","Bol, maine payment kar diya tha, aap log documents check karo. Settlement ke liye kya karna hoga? 🙏🙏",dispute,43,5000,bike loan EMI,cooperative,delhi,,,payment already made,documentation issue,True,False
Ramesh ji ₹22000 EMI pending hai. Aapka CIBIL score bahut kharaab ho sakta hai. UPI se payment karein.,Nahi boss. Abhi nhi kar sakta. 🙏,refusal,19,22000,personal loan EMI,worried,hyderabad,,,,apologetic,True,False
"Rahul ji, ₹15000 ka EMI aapka 11 din ho gaye due, re aapne UPI id nahi diya, late fees lagech hai 🚨","Sorry, thoda busy tha, kal tak payment kar dete hain 🙏",refusal,11,15000,personal loan EMI,cooperative,mumbai,tomorrow,15000,,personal reasons,False,False
"Hi Priya ₹12000 ka EMI 11 din ho gaye. Bhai, CIBIL score aur kharaab ho sakta hai. Pakka 1 din mein payment karein?",Koi settlement ho sakta hai? Main abhi nahi kar sakta ✅,refusal,11,12000,business loan EMI,worried,delhi,,,,evasive,True,False
"Rahul ji, ₹4,200 EMI kal due thi. Aaj tak payment nahi aayi. UPI se kar dein: rzp.io/pay, CIBIL score affect hoga 🙏","bhai salary aane wala hai, 3-4 din mein kar dunga 🙏",promise_to_pay,7,4200,business loan EMI,cooperative,delhi,3-4 days,4200,,salary,True,False
"Nako, ₹8500 due hai 47 din se. Kay, aapko CIBIL score maintain karna hai. Thoda jaldi kijiye.","Maine ₹8500 EMI ka payment kar diya tha, aapke system mein issue hai. Proof bhi bhejunga.",dispute,47,8500,credit line EMI,resigned,chennai,,,payment issue,payment made,True,False
Arre Rohan ji 14 din ho gaye ₹4000 EMI ke. CIBIL affect ho sakta hai. Aapne kab tak payment karne ka socha hai? UPI link hai: rzp.io/pay,"Nako bhai, Friday ko salary aayegi, usse pehle kar dunga 🙏",promise_to_pay,14,4000,mobile loan EMI,cooperative,mumbai,Friday,4000,,salary_pending,True,False
"Amit ji, ₹8000 EMI 15 din overdue. Nako, abhi tak kuch nahi aaya. CIBIL score kharaab hoga. Abhi karein: rzp.io/pay","Bhai, friday salary aayegi, usse pehle transfer kar dunga. Thoda patience rakho",promise_to_pay,15,8000,business loan EMI,cooperative,mumbai,friday,8000,,salary pending,True,False
Amit ji ₹12000 EMI 2 din se pending hai. UPI maadtini ₹6000 abhi bhej sakte hain? 📦,"bekku, ₹6000 abhi bhejta hun, baaki 10 tarikh ko zaroor bhejunga",partial_payment,2,12000,credit line EMI,polite,bangalore,10,6000,,short_term_financial_difficulty,False,False
"Saurabh ji, ₹6200 ki EMI 19 din se overdue hai. Turant UPI se payment karein: rzp.io/pay. CIBIL score affect ho sakta hai.","yaar bhai, mera business thoda slow chal raha hai, aap settlement kar sakte hain kya? 🤔",promise_to_pay,19,6200,business loan EMI,worried,delhi,,,settlement,business,True,False
"Kunal ji, ₹8200 EMI pending hai. Aapke account mein ₹5000 settlement offer hai, lekin ₹2000 extra dena hoga","Yeh settlement offer galat hai, maine ₹6000 loan liya tha, ₹2000 extra kyun?",dispute,19,8200,mobile loan EMI,desperate,hyderabad,,,settlement dispute,,False,False
"Sir ₹4800 48 din se overdue hai, CIBIL report pe bhi asar padega. Abhi settle karein illa late fees bhi lag jayegi.","Sir, bekku 10 din mein amount transfer karta hoon, UPI maadtini please provide karein 🙏",needs_more_time,48,4800,credit line EMI,polite,bangalore,10 din,4800,,financial_problem,True,False
"Hi Deepak ji, ₹10000 EMI pending hai. ₹7500 abhi bhej sakte hain? Late fees ₹750 lag gaya hai.",Bhai ₹5000 abhi bhejta hun. Baaki 25 tarikh ko pakka.,partial_payment,9,10000,personal loan EMI,desperate,bangalore,25,10000,,,False,False
"Suresh ji ₹7500 EMI baki hai. Bol, humein settlement ka option bhi hai, lekin usse aapka CIBIL score kharab ho sakta hai.","Bhai ₹7500 abhi bhej sakta hun, baaki 10 hafte mein pakka. Settlement ka option kya hai?",partial_payment,50,7500,credit line EMI,cooperative,delhi,,7500,,unaware of settlement option,True,False
"Anjali ji ₹11000 clear karo, 18 din ho gaye. Agar aap settle nahi karte, toh humein legal action lena padega aur aapka CIBIL score kharab hoga",nahi kar sakta abhi jo karna ho karo,refusal,18,11000,bike loan EMI,angry,bangalore,,,,,True,True
"Anna, ₹3000 ki mobile loan EMI 65 din se overdue hai. Aap CIBIL score bhi impact ho sakta hai. Aap abhi UPI se payment kar sakte hain: rzp.io/pay","Abhi nahi kar sakte, next month try karenge",promise_to_pay,65,3000,mobile loan EMI,evasive,hyderabad,,,,unsure,True,False
Bhai ₹8000 EMI 88 din se pending hai. Late fees lagu ho rahi hai. Pakka settlement offer hai. UPI se ₹6000 turant kar dein: rzp.io/pay,"bhaii thoda time do, agle hafte kar dunga 🙏",promise_to_pay,88,8000,personal loan EMI,cooperative,delhi,agle hafte,6000,,time constraint,False,True
Divya ji ₹8000 EMI overdue hai. CIBIL score par asar pad sakta hai. Turant ₹4000 payment karein.,"Bhai, ₹4000 toh abhi bhej diya. Baaki 2 hafte mein zarur karenge. Pakka",partial_payment,5,8000,credit line EMI,cooperative,delhi,14,4000,,temporary financial difficulty,True,False
"Rahul ji, ₹3500 bike loan EMI 2 din se overdue hai. Turant payment karein, UPI link bhej raha hun.","Bhai, mera business thoda slow chal raha, 10 din aur do please, double kar dunga 🤞",needs_more_time,2,3500,bike loan EMI,desperate,mumbai,10 days,7000,,business reasons,False,False
Ramesh ji ₹22000 EMI ka payment baki hai. Settlement options discuss karte hain.,"Nahi kar sakta, kuch din aur dein",refusal,36,22000,bike loan EMI,evasive,delhi,,,,delayed payment,False,False
"Arre hi, ₹10000 ka EMI 3 din ho gaye overdue. Nako thoda late fees lagech. UPI se kar dein: rzp.io/pay","re bhai kal pakka kar dunga, aaj thoda busy tha 🙏",promise_to_pay,3,10000,BNPL payment,polite,mumbai,tomorrow,10000,,busy,False,False
"Sir ₹4800 ka EMI due hai 23 din se, aapko late fees bhi dena padega. UPI maadtini sir, bekku?","Mujhe pata nahi tha, maine toh transaction kar diya tha, aap log check karo",dispute,23,4800,personal loan EMI,worried,bangalore,,,transaction not updated,unaware,False,False
"Vikram ji, ₹30000 bike loan EMI bahut overdue hai. RBI guidelines ke mutabik, CIBIL score par asar padega. Kay kar rahe ho?","Yaar, business mein problem chal raha hai. Next month double kar dunga, lekin abhi to 10 din aur do",needs_more_time,60,30000,bike loan EMI,evasive,mumbai,next_month,30000,,business_problem,True,False
"Arre Arjun ji, ₹43000 business loan EMI 86 din se overdue hai. Thoda late fees lag rahi hai, aapne CIBIL score bhi kharaab hoga. Aaj settle karein, thoda discount bhi mil sakta hai.","Yaar, business mein bahut problem chal raha hai. Ek mahine aur de do, double kar dunga 🙏",needs_more_time,86,43000,business loan EMI,polite,mumbai,next month,86000,,business_problem,True,False
"Arre Deepak ji, ₹5000 ka loan due hai. Abhi tak payment kyun nahi kiya? Thoda details batao."," Lagech ₹3000 kal payment kar dunga, baki ₹2000 agle hafte mein",dispute,22,5000,BNPL payment,evasive,mumbai,kal,3000,,partial payment,False,False
"Sir, ₹12000 EMI overdue hai. Full payment karein, CIBIL score impact ho raha hai.","Sir, ₹6000 abhi bhej sakta hun, baaki 15 tarikh ko bhejunga, illa 5% late fees toh nhi lagega?",partial_payment,19,12000,personal loan EMI,cooperative,bangalore,15,6000,,,True,False
"Raj ji, ₹25000 ka loan 14 din se pending hai. ₹12500 abhi chukayein aur baaki 18 din mein, CIBIL score theek rahega"," ₹12500 abhi nahi ho paega bhai, ₹6250 abhi bhejta hun, baaki 1 mahine mein zaroor denge 🤞",partial_payment,14,25000,mobile loan EMI,evasive,mumbai,1 mahine mein,6250,,,True,False
"Sir, aapka ₹4500 ka bike loan EMI 21 din se pending hai. Late fees lag rahi hai. Aaj UPI se maadtini toh aapka CIBIL score bhi safe rahega.","sir, illa 10 din mein bekku, mummy hospital mein hain",needs_more_time,21,4500,bike loan EMI,worried,bangalore,10 din,4500,,family emergency,True,False
"Namaste Rohit ji, aapka ₹18000 personal loan EMI 15 din se overdue hai. Late fees lag rahi hai. Turant settlement karein, yaar.","Bhai sach mein paisa nahi h, business mein thoda problem chal raha. 10 din mein zarur kar dunga 🙏",needs_more_time,15,18000,personal loan EMI,polite,delhi,10 days,,,business_problem,False,False
"Sachin ji, ₹180000 EMI 10 din overdue. CIBIL score affect hoga, abhi karein: rzp.io/pay","Bhai, friday ko salary aayegi, usse pehle karwaunga, pakka 🙏",promise_to_pay,10,18000,mobile loan EMI,cooperative,delhi,friday,18000,,financial constraint,True,False
"Anil ji ₹10000 ka EMI due hai. Hum aapko ₹15000 ka settlement offer kar rahe hain. Aapko turant payment karna hoga, nahi toh RBI guidelines ke mutabiq action lena padega.",Yaar main ₹12000 hi kar sakta hun. Isse zyada abhi nahi ho payega,refusal,67,10000,bike loan EMI,worried,chennai,,10000,,partial payment offer,False,True
₹12000 EMI pending hai sir. Illa abhi UPI maadtini ₹6000 karein.,bekku sir abhi ₹3000 bhej raha hun baaki 10 tarikh ko zaroor,partial_payment,39,12000,business loan EMI,cooperative,bangalore,10,9000,,financial constraint,False,False
"Re, Ankita ji aapka ₹50000 EMI due hai. Kay aapne ab tak payment nahi ki? CIBIL score ko nuksan hoga.","Sorry, ₹7500 abhi bhejta hun, baaki 12 din mein. Aapko UPI id doon?",partial_payment,28,50000,credit line EMI,desperate,hyderabad,12,50000,,,True,False
"Amit ji, ₹6500 EMI 25 din se due hai. Sun, aap payment kar do, nahi to CIBIL score par asar padega","Sorry bhi, main kuch din mein payment kar dunga 🤞",dispute,25,6500,business loan EMI,desperate,bangalore,kuch din mein,6500,,delay,True,False
"Bhai ₹18000 bike loan EMI pending hai. Turant payment karein, nahi toh late fees ka problem hoga. UPI: https://...","Bhai sorry, abhi kuch din baad kar dunga. Paise jama nhi hue abhi 🙏",refusal,2,18000,bike loan EMI,stressed,delhi,,,,financial constraint,False,False
Sir ₹7500 ki EMI 29 din se pending hai. Aapke account mein ₹750 late fees bhi jod diya gaya hai. UPI maadtini karein.,"Sorry sir, maine ₹5000 kal tak UPI kar diya tha. Baaki ₹2500 kal tak kar dete hain.",dispute,29,8250,business loan EMI,cooperative,bangalore,tomorrow,2500,,partial payment,False,False
"Rahul ji, ₹2500 EMI kal due thi. Aaj tak payment nahi aayi. Nako late fees bhi lagech. UPI se kar dein: rzp.io/pay","Re bhai, sorry. Kal hi karwa dunga, thoda busy tha",promise_to_pay,14,2500,business loan EMI,polite,mumbai,yesterday,2500,,busy,False,False
"Nako, Geeta ji ₹4200 EMI ke liye 48 din ho gaye. Late fees bhi lagech. Abhi UPI se payment karein: rzp.io/pay","Re bhai, thoda time do. Salary aane wali hai, usse pehle transfer kar dunga",promise_to_pay,48,4200,mobile loan EMI,cooperative,mumbai,salary aane wali hai,,,vague timeline,False,False
"Nalini ji aapka ₹3800 ka EMI due hai, nako payment link bhejta hoon, aap jaldi se settle kar lein","yeh amount galat hai sir mera loan 3200 ka tha, extra charges kyun lag rahe hain?",dispute,3,3800,credit line EMI,desperate,pune,,,incorrect amount,billing error,False,False
"Suresh ji ₹25000 EMI 70 din se overdue hai. Yaar, aapka EMI pending hai, settlement karein aur late fees se bach jayenge.","Bhai paisa nahi h, kuch samay aur do please 🙏",needs_more_time,70,25000,credit line EMI,worried,hyderabad,some more time,,,personal,False,False
"Sunita ji, ₹15000 ki EMI 80 days se pending hai. Aapka CIBIL score kharab ho jayega agar aap payment nahi karte. Thoda settlement kar lete hain.","Lagech thoda time do, maine apne boss se baat ki hai, wo kal tak payment kar denge.",refusal,80,15000,mobile loan EMI,evasive,mumbai,kal,,,delayed payment,True,False
"Boss, ₹12000 EMI 48 din se overdue hai. Late fees bhi lag rahi hai. Aap CIBIL score ko affect nahi karna chahte honge. UPI se abhi payment karein: rzp.io/pay","Anna, sorry yaar, abhi kuch din ka time dein. Enti definitely kar dunnga next week. Wednesday ko payment transfer kar dunga 🙏",promise_to_pay,48,12000,credit line EMI,polite,hyderabad,Wednesday,12000,,time constraint,True,False
"Rahul ji, ₹8000 ka EMI due hai. Aapko settlement offer kar rahe hain, lekin aapko immediate payment karna hoga.","Yeh amount galat hai re, mera loan ₹5000 ka tha. Aap log galat charges kyun kar rahe ho?",dispute,77,8000,personal loan EMI,angry,mumbai,,,incorrect amount,,False,False
"Hi Deepak, ₹3800 credit line EMI 11 din se late hai. Settlement karne ke liye turant UPI link bhejta hoon.","Bhai sach mein ghar mein paisa nahi h, 10 din mein zarur kar dunga, lekin CIBIL score par asar nahi padega na?",needs_more_time,11,3800,credit line EMI,worried,delhi,10 din mein,,,family_cash_flow_problem,True,False
"Nalini ji aapka ₹9000 ka EMI due hai, nako payment link bhejta hoon, aap jaldi se settle kar lein","yeh amount galat hai sir mera loan 3200 ka tha, extra charges kyun lag rahe hain?",dispute,3,9000,credit line EMI,desperate,pune,,,incorrect amount,billing error,False,False
"Sachin ji, ₹4500 ka EMI 24 din ho gaye. Late fees lag rahi hai, jaldi payment karo","Abhi ₹2000 bhej sakta hun, baaki 20 din mein zaroor",partial_payment,24,4500,personal loan EMI,worried,bangalore,20,4500,,job loss,False,False
"Amit ji, ₹30000 EMI 73 din se overdue hai. CIBIL score pe asar padega. ₹10000 mein settlement offer hai. UPI se kar sakte hain: rzp.io/pay","okay, kal tak kar dunga, thoda busy tha aaj",promise_to_pay,73,30000,credit line EMI,evasive,hyderabad,tomorrow,30000,,,True,False
"Anna, aapka ₹25000 ka business loan EMI due ho gaya hai. 22 din ho gaye, please settle karein. CIBIL score impact hoga.","boss, abhi nahi kar sakta, kuch din aur dein",refusal,22,25000,business loan EMI,evasive,hyderabad,,,,cash flow issues,True,False
"Arre Ramesh ji, ₹12000 EMI overdue hai, 28 din ho gaye hain. Poora payment kab karoge?","Nako, thoda time lagega, abhi ₹6000 bhej sakta hun, baaki 20 tarikh ko 👍",partial_payment,28,12000,credit line EMI,polite,mumbai,20,6000,,financial constraints,True,False
Sunita ji ₹11000 ka EMI pending hai. Aapka loan account overdue ho gaya hai. Settlement offer hai ₹9000 meh.,Maine aapko pehle hi bola hai ki abhi paisa nahi hai. Aap kuch aur karo. 👍,refusal,85,11000,business loan EMI,resigned,Hyderabad,,,,evasion,False,False
Deepak ji ₹15000 EMI pending hai. Late fees bhi lag rahi hai. Poora payment karo,"Bhai ₹5000 abhi bhejta hun, baaki 2 hafte mein pakka",partial_payment,78,15000,credit line EMI,angry,mumbai,14,5000,,,False,False
"Raj ji, ₹3200 EMI 17 din overdue. ₹3240 (late fees) jaldi karein: bhim.co/pay. CIBIL score impact ho sakta hai.","sorry sir, this weekend zarur kar dunga, thoda ghar ki tension hai 🤕 😔",promise_to_pay,17,3200,BNPL payment,worried,delhi,weekend,3240,,family issues,True,False
"Vikas ji, ₹3200 mobile loan EMI bahut overdue hai. Aapka CIBIL score kharab ho raha hai. Turant UPI se payment karein.","bhai, business mein problem chal raha hai. Next month double kar dunga. Abhi thoda time do",needs_more_time,22,3200,mobile loan EMI,desperate,bangalore,null,null,null,null,True,False
"Rohit ji, 3rd reminder — ₹9500 bike loan EMI 33 din overdue hai. Settlement offer samapth hone wali hai. Abhi karein: rzp.io/pay. CIBIL score par asar padega.","bhai, sorry. Kal salary aayegi, usse pehle transfer karwaunga. Pakka, bhai.",promise_to_pay,33,9500,bike loan EMI,polite-firm,delhi,tomorrow,9500,,,True,False
Rajesh ji ₹15000 ka EMI pending hai. Aapka CIBIL score kharaab ho sakta hai. Settlement offer hai ₹12000 meh.,Abhi paisa nahi hai boss. Aap kuch aur karo. Mera CIBIL score accha hai.,refusal,85,15000,business loan EMI,cooperative,Hyderabad,,,dispute,financial_difficulty,True,False
₹9000 loan due hai 78 din se. Ab tak late fees ₹8750 lag gaye hain. Payment karein ya to court case ho jayega.,"Okay ra, ₹20000 kal tak bhejta hoon. Baki amount 10 din mein bhej dunga. Kabhi bhi court case nahi karna padega.",dispute,78,9000,business loan EMI,evasive,hyderabad,tomorrow,9000,payment in installments,financial difficulties,False,True
"Aapka ₹11000 ka EMI 64 days se pending hai. Aapka CIBIL score kharab ho raha hai. Boss, aap ₹9000 pe settlement kar lein?","sorry boss, abhi nahi kar sakta",refusal,64,11000,business loan EMI,worried,hyderabad,,,,,True,False
"Ravi ji ₹15000 pending hai, CIBIL score kharab ho sakta hai, kay kar rahe hain?","Bhai ₹5000 abhi bhejta hun, baaki 2 hafte mein pakka, thoda samay dijiye 👍",partial_payment,55,15000,business loan EMI,worried,mumbai,,5000,,temporary financial difficulties,True,False
"Sun, ₹7000 ka bike loan EMI 3 mahine se pending hai. Aapki CIBIL score kharab ho sakti hai. Pakka settlement offer hai, 5000 de do aur case close.","Theek hai, lekin 2 din lagenge, thoda samay do 😊",dispute,86,7000,bike loan EMI,desperate,delhi,2 days,5000,amount not clear,short of funds,True,False
Arre ₹7500 ka EMI bhugtan ho gaya 28 din overdue. Settlement ke liye aapko call karna hoga.,"Nahi karenge, court mein dekha jayega",refusal,28,7500,business loan EMI,angry,mumbai,,,court case,,False,True
